tree_id,split
324e2fd5-5993-48c8-ad2c-2fd5d846c4b3,train
02228b40-5557-4446-a5dc-a02e2afa88af,train
f60614cd-b679-43d3-b48f-e5181cd16958,test
75c2f66d-9fa8-45a2-9eb6-0c80064ed7dd,train
8d5ee861-648d-4c2d-8e37-0ec4d769b02b,train
a3ecc0fc-636f-450a-8e2c-7a721eae5da3,train
38665c5a-18f2-4e4c-bb94-fe155d68abfb,val
6b72963d-835f-4973-b306-b87ceb832a62,train
7ea0dfde-cdd5-447c-bf7b-96dbe38b749c,val
6f31b76b-6bd5-48d7-871e-c75f9416105f,train
2528e141-469c-4b90-a4a0-5b6497c5c3c9,train
fa88ddff-7c50-401f-8db2-7545e4df5e63,train
d74dab60-f83b-433d-b4f6-953e6c51eb6c,train
07f28baf-b4cb-4f13-a229-4e2f527421f8,train
8d8da6e3-ff41-416f-9c44-d41de02c3093,train
0f4bd44b-5000-4851-ba3b-e9694118c099,train
3d6cf545-ca32-47bf-89d7-74c04ab8b057,train
ced92f8d-5f05-405f-acda-d0931c637054,val
2b073765-e90b-4417-a650-ae9f862ea0d2,train
5de74805-31ab-44a4-aeb6-df0bdcb75f17,train
e285f274-65e2-4e3c-aa5e-17835986898c,train
1d87e11b-0d79-498d-aeaf-915d3ab9ee0e,val
035aa509-ce59-483c-925b-e52eb98aeef0,train
13704703-6f23-43a9-bcf1-2af6f355b973,train
a72fcf91-291c-408d-94fe-3b7f904ff279,train
099dab24-5fe4-41bb-895e-d6c183634600,train
ad2ecfe9-709c-4aaf-a21b-c3b978a60c54,train
7b21ef4c-a50e-4eab-9426-dc7dcefe48fe,train
3bca386e-76c7-4286-bd6e-03ed95dd585b,train
44229e47-7a55-47f4-afe0-e828171206a2,train
95e831a9-a402-451a-941b-81374603d748,train
fe403d60-e428-4ba2-8f67-955bf22b8ed0,test
15723280-751e-4c7e-a0f9-5cddec212b73,train
783b44d0-a41f-41ed-844c-dc199da01954,train
5bab434c-df32-47f2-ac83-eb722b8be250,train
888a88cf-2560-478c-a65b-af61bb005420,train
f37f2636-9ec8-4ef6-acd0-474caab298af,val
34bbb840-8601-46f0-8c82-cc1ec16f8dc8,train
3c529367-2372-491f-9fc9-cc9cfc890311,train
168bd325-b4b3-42a1-bfff-c6c746bc05d7,train
6a2e97fe-d3a3-433b-919e-28119dbe1c00,val
7f9d787c-89e4-41ca-91d5-d35b3597f439,val
1351c7f4-03d2-4a7a-8ff6-9a61a9bf7283,val
a0a6f03d-29e3-4c5b-ab4d-dccad74b3c83,train
42e72723-120d-4ba5-b199-25f719dece40,train
e2c425b3-d295-4b3d-878f-59a14e87739e,train
76ae65e6-4dda-43d3-b038-1ff48859f25c,train
659406ec-0fea-4676-b60f-29f6acbdbe65,train
25692e8f-3609-4fc4-9751-ca9fda2149f6,val
296ad720-fbcd-42c5-9156-3ea9762a9468,train
59afd0d9-27e7-4f9a-9124-69e2e813f5c9,train
736705f7-9884-46b4-915d-c098e10a46da,train
e62a09f8-767a-4c95-9269-c1a97f087ee5,train
a9c86340-eef4-4ec5-a61c-636e1cb2586a,val
c34b8ff1-8abe-4c74-bf87-ac850606d9e1,train
85a9ca0c-b2ad-4b68-97b8-a3cd2db4dc1d,train
d8014a56-13c8-4bb6-9065-3aaa4d9a90ca,train
3a8b7814-d9e8-40b0-a780-03285f5998ae,train
dcaacc18-04a4-4842-b9e5-4f5c5541f981,test
32de63fe-28f6-4440-9e10-0943450d7ddd,test
ba85533a-3f78-4b6e-b433-201d4da09278,train
11a98143-4afe-4f84-ae15-c0a08f1161c2,train
419ca8bf-39d2-4a8c-8491-1a3d16df2eb6,train
1202c2cd-d120-42e8-a8bc-ef6a8d0a78d0,train
dddc75c2-a90c-4148-998e-56786412e21f,train
e0741130-2bf0-4837-b3ed-c79052ea86a5,train
90eccf81-1964-4e4d-b5de-d5efebf00d1a,val
307619ff-b7a0-4dcc-80e8-3af73541f05f,train
2da8e525-27b1-43d5-a73a-e181082cec4d,train
497b28aa-194b-4dab-ada1-37d9af7c2170,train
8eb76a4e-ca9a-4ee2-b6c1-7e2b00a8e589,train
ede74237-ac42-4df1-adc6-ee529da9986e,test
8969e53c-672a-41c8-9e76-8703d67720ab,train
57706bdb-da6b-40e7-ae83-75d744d302ae,train
759d07b1-380e-4b35-a945-9418e6299e6f,train
97248720-f8e5-4a2b-9475-9c0620de38e9,train
f3530fea-3586-4bb3-bb5e-9280618c30dd,train
1fb62803-0adc-4f48-9144-ef0491c4136a,train
3b34bb93-570e-4c63-b010-c72acca61d24,train
9d2924ea-f228-4afa-a4ec-2669d24548f5,val
f5efec39-642d-4704-9548-53d6fd59e645,train
fc4add20-acef-40ab-9b54-a161e93ac52e,train
cc20fcd1-aee9-4bfa-a60e-3f8d9293159f,train
01b82e44-e03a-4566-a849-3418bc8ccfa8,train
79bf3124-3422-4e20-8e73-7d0f8721d020,train
8c9d4fc5-5a6c-4f78-966c-18eccb1abc7e,train
f8ccfd09-6ebf-4bcb-9206-6f2716389cf0,train
be13e9a1-bb0c-4710-b75f-f779db83cddd,train
e6cf9e4c-47d8-46b1-80e6-a8df2ca87e9d,test
ff94cc3c-3fdb-4c58-a655-b97260ec5490,val
fc731a2d-30c0-4d5c-9aa2-f3284a02cb38,train
585f0270-6d02-446f-941b-62aadd3106d9,train
624e2b92-97f4-4644-aa13-028f575395f2,val
5a0ef306-1859-4111-91b7-4ac1aa89f665,val
0e4678ca-2990-40df-99c7-33afbece9567,val
6a9bb494-2868-4383-b1d6-7cbaa409c5e7,train
dc491085-97e9-4059-95e6-88a37e93c67d,train
59662e6d-0ea6-4764-a3d7-3a27765772f9,train
b02bf968-2690-452b-ab8e-2bab68d3e99d,train
bc3ddb26-7a83-46e1-bf4d-8e523eca8055,train
45304443-e839-4905-a91e-0bd3a20030d9,train
48d2e167-d92b-40b1-9828-4b141f05af9d,train
37d8b751-2a42-4d57-8823-9c34624e5ef4,train
722db68a-9b2d-476c-b520-5e32f62e7a83,train
4765aad8-79c0-4f07-8b44-dcce376c3cbc,train
3c34aac3-9ee6-4dbf-804a-ea43e3a3befe,train
1ba6c60c-5e5a-45c4-abb2-330eae0a2c86,val
a450d7b5-0154-425d-8547-d61ceafb8fb2,train
7574334a-ae72-4616-9ffb-982951ab0bfc,train
53b205fe-3553-4ac8-95fb-318f8c362013,train
4c1e9046-cf9e-4b86-a519-91fad7c5e60a,train
3f242261-b7e3-45ff-9c31-de7aacba4be7,train
44b39478-c26c-41d3-a166-98d3d92c25dd,train
2539ade6-215b-48fb-a184-3b4ed1232ad2,train
d9bc739f-f574-49ae-b375-20cc41ed0098,test
5e9342ce-9f85-405f-ac1d-9671c1403ee4,train
abe6df80-75ef-4761-8c40-fc84993dfd20,train
e0d4d447-1546-43fe-84d7-5bee6db31a33,train
2ebb1417-87be-4e32-b984-6750b471b41d,train
5d81cd0d-bfdc-4da7-8c3a-89a125d609ea,train
a14a0c2c-afbf-43d3-b26c-6aba72367ec2,val
598d239a-f4f9-48bb-ad25-f8aa1019b43d,train
38657297-4810-4c73-893c-a035ebfd4de2,train
7880e50d-0b87-41b5-981d-468d044a8880,train
1c271bbf-98e0-458b-9624-04c3566ea7d0,train
28c15fae-ef03-433f-8e51-ff9ea9221fff,val
3734f3dc-b7bf-4a6e-a12e-f2c6fdca6d7e,train
7ddba390-325c-4c0a-90bf-59c42a753f14,train
abc0dd81-636b-4292-95df-f698ba356401,train
8ddc3ad1-d54f-4550-8172-39da4391d72d,train
0092e7e8-53a7-4106-ac06-092ceb172b25,train
5ddeadb6-b535-42af-8c57-ce0ae717604a,train
a1f1350f-4a82-4360-beaa-09945a753e7d,train
b778227d-6c4a-4a70-b8fc-540987d98a4f,val
1294e058-9abb-4fb4-88d1-7ed64a30979c,train
80943748-9983-4070-9d70-7346ca872ed8,train
6f1a7b6a-6c52-479a-93b8-ef97abe2e85c,train
73d08eea-0477-4db2-ba5c-8a842f44884f,train
a7c19b1a-9dfc-423f-be85-fb414dcbbbbc,train
ca6c2a47-c54c-4de2-a59b-f4e28d08d532,train
33967141-ac85-4611-b4e2-5eb4c26b08c9,train
e1810278-604f-4a7f-ade4-8640a19b6790,val
ed875c4e-fbf2-403d-b295-37e9b70c9afe,train
8a97cfbf-acf7-485e-a008-4d12171a869a,train
48d1b1c9-699b-4f7d-bb62-71e4a41dd787,val
db34253e-ddce-47cd-8b5f-36c05ed57e83,train
590cf92e-dfeb-4170-82c5-4c1cf77930a9,train
3c0cc3a0-d80f-4f20-8ca8-1e4b02cc3b6c,train
277b4084-7751-450c-a3c4-2872bfe6c791,train
a6df960e-91c4-45e6-8834-d9714a5d23e2,train
88fd74d6-c022-48c5-8b0b-6b49bd7e60ac,val
55e9046c-1e8d-4d51-84ad-d400037f6d97,train
61a227f1-02f9-437a-9b5c-848daa051e79,val
b366a749-f6ba-4c4d-bfdf-81c8e42e8e87,train
b0ffc0cc-e295-485e-ba93-f523da96469d,train
d595b25b-9f8e-49b4-9c90-04c73659dd58,val
06e99fa6-a2b2-4175-873b-3b843bbcfc9c,train
a2ea5a73-eda3-4aaf-8422-98a4ee43f840,train
a8fb1c2c-edab-4ecc-bf4b-1608c58a620a,test
269a36ce-9350-4fc9-a6fa-207e2c949a79,train
c5083794-0224-4530-9768-c2a97bfd8399,train
50e2cf73-fdc4-45f6-895d-225d77e2e52e,train
8e387215-42ee-4c75-bb02-8bfa8ccd0941,train
8e4dfe47-4a31-4074-a2e9-3aae3a7a7f25,train
b3b16bfa-b50f-4af5-b582-6fdac651454c,val
ab594b54-d413-477e-bbbb-203e3edffd9e,train
e31fac4f-e997-42f8-a44a-998ffa50d911,train
1ea1c132-7803-49d5-bc9f-05c9a42094cd,train
cfa039fa-d2cd-43ed-8330-8d16abe9e1a7,train
e0569464-186d-417c-a7eb-5a99050ba255,train
690d9c94-fc20-47b8-8347-9035d57deed2,train
a1fdf290-2638-497c-9c01-c3490698b020,train
e3315ecf-467b-42a6-87c3-787f5449cc12,test
136eaa97-d6bf-4c6f-9345-9775709077df,test
27ccf654-2350-4253-8707-703ffc723f08,train
d842d8a4-f5ba-44a3-8a36-46332677536c,train
0eac41f9-40f8-4f0b-aa2a-20c863b28e5b,val
842ccdc9-ab3c-4a68-aeaf-f1517d0bc6f2,test
907db57b-29aa-4c87-860e-3a92f365b652,train
5f7de01f-d972-43cb-a9ed-22b7ff1e510b,train
288765e9-b85c-49a4-8879-47a877cedc86,train
b00d74de-9193-4b95-8f37-6e206744bfd6,train
13d461f5-38a6-4cc1-93ff-237569f208e1,train
76e38136-5c2f-4cfb-a5a5-ba503ba88e6f,train
2140d068-cff8-435a-b673-12c7bea4bf56,train
7d705f5a-4ad6-4765-a77e-4af726ffa318,train
fd27db30-b919-49b8-b1fb-a15fcfc7aad4,train
79b0318d-f388-491d-a6e8-df21636d1b9e,train
5738f636-03bd-464c-a19d-7b5af2176073,train
d75b4278-bd42-4043-8236-8d4210f3eb3c,test
6cefac02-e0c1-4c9a-9efc-227bd08117c5,train
bc0b4244-9fad-43d4-9be8-a99c9d5a54e5,train
1e77bac4-70fb-4405-b138-ddd7765c8693,train
4b45319b-4239-4f1e-92e3-15fa8777d6e6,train
662b5604-e807-46d0-89be-c1d64eff965f,train
516e3194-c939-4933-b1d5-196d96dc99ce,train
c277d445-4985-4dd3-8ceb-e506c64c6d51,train
2c9e723a-919f-4f32-9b7e-b7a2eb5c1f45,train
d653ddc6-7f5b-425d-8c7e-14466afdd5d7,train
9c621869-e194-4f49-a4ff-84e98d9605e0,train
2daa7bc9-b4a9-4bc3-8ca3-7d42f2f96c63,train
e2ec55db-cc03-4361-9c34-5f363ab690c6,train
6b3c6db2-c8b2-4613-aa11-3e08a234c58a,train
ff56ee16-b25d-4ef9-98bc-a1034a251715,train
dde005ab-4189-4d31-9c3c-17b88c7b2439,train
c7af2880-71c3-4340-b1d3-460c612909ce,train
1915da5c-fd70-45a9-b683-9190375746fb,train
efe7a886-e84d-49ae-a4ba-ecdf33437c9a,train
7a2a6c46-82fc-41cf-9490-8948991e7ef1,train
71bfa592-cfdc-4708-aa46-83eb910168ae,train
737501dd-bdd9-49ea-a8f8-80e240c9eea4,train
02a541ad-f67e-4de6-a0dc-144de5f9eabb,train
250b4710-a76f-4051-ace2-171b5db84459,train
c6acbf9c-f50a-4c94-b8ad-21d197c307b2,train
cf529f51-5c28-4a2f-8224-5b6aea79e2b6,train
0d4c8294-d280-4c81-ad03-169a1df64052,train
e5a00e33-7794-42ee-aeaa-1f46376a0b19,train
31fb85c0-2c53-4bac-85c1-be55d64cc377,train
ac013786-a096-4cad-80d6-d0601fbc3425,train
f83f7d31-89f1-4a5e-8248-c25b2dd01dd7,train
25aba6f3-1e8a-41df-a777-a866af5f1d79,val
bb5a10e1-7efc-42d2-9ed9-d7c734faaec1,train
8813d06f-9716-4a87-a18a-0178199ad950,test
b6e98c3c-8c7c-4221-99ed-55ba92d43f59,train
11f2e49c-5dfd-48b0-976c-bdf07288a15f,train
8922d2c3-c5f5-41d2-97ab-92e663d1bf2e,train
2fd2ef60-0d8d-4601-ba39-83389a27d8d0,train
3e771d2a-8786-4ec8-abeb-47e884237568,train
10eb28a2-edbd-4f96-9eaa-1b1e6a43034b,val
0c8ccbb2-0f02-4275-a27f-8ab41bb1e30c,train
c04c2ffd-94ba-4b45-a1e1-f6d13ef54195,train
0ddedea6-d40d-41a3-8cb3-9629224f6be9,train
c58b39f3-b592-491d-b6f1-fbf4d123e7e4,train
f4769c14-b5d6-44d7-a77c-a0bda6ec0e75,train
c9c407f3-767e-4e3d-954c-26c114cc3c42,train
0ea4a4d7-59f5-4e62-a434-fc859cd09d41,test
1faeb9e8-28b3-4373-9a40-5570637f79cb,val
cb19b08e-ac7e-41f8-91e8-67de8b8cdb02,train
bd9ac4cb-11cb-41cc-bee5-228241b14406,val
788cc7f6-31ae-4624-b5fd-9bb85e8a142e,train
418c963a-5fc7-4a35-832c-ec54509a9538,train
03873cef-4e10-48a6-9751-103878bb956e,train
8032a78c-c9c0-4af6-b5c3-0c623e604e4f,train
7974c519-8ec9-4f08-ad68-4d80fa9221fb,val
b066e1a8-1da1-430f-a523-ff682785a012,val
4f24ffa0-7933-42ae-bbb3-456e4eaf4c0d,val
41757db3-d71e-47f7-b93f-cfe81d1ac0bf,train
3c841478-fe21-4574-bb0e-6d38fa96b20d,train
2f453f94-4971-4d55-880e-d773bfd3d4c4,train
f442161f-26b8-48a0-ac14-406efe1bc79f,train
d4be7c40-7e16-4b30-9b6a-8ec9208903e6,train
258836c9-175c-497b-b027-508d322d9025,train
8aba3c59-7cab-4af1-a3b0-a37037be0c96,val
2e725b09-e29b-4e37-b56d-24e30b2af2ed,val
b70a3df8-491d-48f4-b359-d0e21596dd43,train
94525eab-dbaf-47e2-b1c9-275e9bd66ab1,val
95fee2f0-9c50-49b7-a53b-5d1997183156,train
edb9820a-374b-4f9a-8426-a926f5a5ff5e,train
1d47b97f-0645-4a05-8d04-a3b63801f4dd,train
3f845368-e14b-46a4-b150-fd0a396786f9,val
c76ebd9d-394d-4353-9b5d-26171533ec34,train
be02818e-e5b6-4c74-ad40-fd33b013d6c0,val
36a5bde6-d5fb-47a0-9770-4dc67a7ad03e,train
096f6667-e264-4b9e-9f76-7cbfc86b5a8d,val
16510b65-b9d9-47d1-89ba-ba87ad93a890,val
16c8f7e8-35f8-43cd-b873-cc87d875e588,train
02fa54dc-71f3-4c1d-a5f2-8ea0240c4443,val
0588fa9c-1dbf-469d-ae23-a867c43885bb,train
33e9f1d9-3bcb-4cc9-8495-99590b9eb3f0,train
3ec51cee-8c50-47df-8b35-79ed047259e1,val
6abe5ac1-105e-4745-ac39-b53bcede58d3,train
fe035a47-a489-47af-81f9-96a50e966802,val
86915595-bbf5-4120-82ed-03e4a89596f5,val
5cc67d6b-1919-4ebf-bd63-3fcac01c7f35,train
2ab521f2-1087-4252-ac46-0abac5acacb7,val
70d0961a-b23f-4b13-bcae-5890d505801a,train
37fdc178-dbdd-4b00-847b-3d24b56c323a,train
e8d24543-4297-4ef7-92f0-e56da38467bb,val
3a081a85-e6a0-4249-914f-dc402a2d6b1f,val
69be2ac4-c345-480d-8539-26ee94d91ec8,train
bb9cc76e-843e-4c30-88b3-aa17638338fd,val
564ea79d-b963-470e-bf85-3d63aa166928,val
8ca9e48f-471e-4c3f-aef2-f80115dcc680,val
aa579bac-9af5-46c4-852b-c83c98561633,test
a587230f-a604-41ab-b540-712347285182,train
e8e915a8-8bbc-437b-abf2-86a531b4afd4,train
052b8fb1-63f3-495e-8a69-90fda6c32591,train
5be7c66c-58ee-4a92-a320-3693911138d8,train
7d42421b-ce86-4ea9-a541-4d90447d0bb6,val
54618774-efe9-4b12-a4ed-53427a5bc44e,train
33cb7268-23b2-4a9c-8e1e-16bc6b7f0c7a,val
6a6245eb-2664-427b-ab3c-15f4c57c0a94,train
b4b27313-394d-459d-903e-14c6cff6aa7a,val
b57e9051-a6c9-4442-b142-b6ae0fbd49b9,val
9e8ee333-e0a9-4ea9-9689-7298d827b967,test
49f550f0-095f-4d21-9f76-5b26b1e49e76,train
562d33e2-7c83-406b-abd2-013c8564e8f0,val
c73e92f4-8ea4-474c-9cff-4ba2d6bb94b9,train
c2e65d21-f685-4e69-bc18-bf4a3d1c8c91,train
e1f444a4-abae-47ab-93f9-471b5abcedbf,train
cae8d98e-b33f-4fa8-b84d-7fdd02c5f95f,train
4155f7cf-348b-4e7b-ad21-5dff3bcf5693,train
51399c60-1ebc-4d52-a906-c41b6b3c8a4f,train
5318b55e-3823-4f18-83d0-f9e9243b526f,val
4c35e97d-2a75-48e3-8ef2-73d7acfbce2f,val
12ce00ad-600c-46cc-89ab-51a0683c009c,val
04526f22-8d3b-4b53-858a-47259fafdd52,train
bd6fabb2-b8b2-4470-9d97-0fa45063dc63,train
bce02ab0-2896-4160-a906-3c3c130e1f78,train
5013fc6f-9f36-4f8a-9a62-7343ccdd46ae,train
0923e0c7-626a-43a5-abf1-cbf1be210365,train
a00fb935-b8e8-4aeb-a11c-5822575572d2,train
b983123b-40cb-418e-babb-a0f2b071461f,train
b8085652-e699-450c-a625-39d9e19ecd86,train
72d9faa2-012d-4f12-9793-82a2e9a80590,train
5d3d595e-eb36-4dc0-9b76-b0cfbc3df7c6,train
2d34be68-25dd-4a6c-946c-07c3b971642e,train
ef9a3e88-ff5c-41b5-9b37-ec23dfa1c2fc,train
2e62c721-87f8-4f13-bb20-21accc2ffe71,train
f58ca2ea-4afc-4050-a6aa-b7b0dc4b0322,train
63ba4b50-f7c0-4b89-b070-f181032893c5,train
18c8c073-32b6-4a1b-bc56-bfdad9947216,train
e480a728-f896-4ecb-8dd0-35d470711ae1,train
37d46708-c93f-457f-b3d1-719cf24791de,train
0a4c9feb-8c16-4bb1-a937-29429756c56e,train
76a3e87c-7d38-45e5-920f-e2a69d375891,train
594892a5-b1d0-4d0c-9d05-47f78bfb5e75,train
401d9b85-af7b-4d3c-b13f-08a933d35fcb,train
e7c3cfba-a080-409c-9a3d-c10b5a036ae6,train
65b74369-ae87-44ad-b0bc-798145ded22c,train
4ae34ecb-2424-4e54-8501-89696f225082,train
88102bfb-05a9-467a-88ec-20df0c858dfe,val
b617c692-9217-4545-a9a7-b945981ee081,val
d9ce9925-6fc8-4650-b03e-f5eb66be43e0,val
84f23211-89cc-4449-9179-abdc2c282ad5,train
aa110b1f-ea41-4c6f-a31c-bc0b84360ea3,train
f663d6ba-1066-4cab-8511-72b7aa90fe2a,val
0ae5ef47-d271-47c6-a283-75a5f7d648fb,train
3a801e97-bd28-44d5-aaea-a237ed1e8568,train
8493d034-98ed-42e9-923a-695eb016d271,train
13ec02e0-c1c9-434d-98ee-becd807f0618,val
a9a1dcf1-25d7-4eac-85dc-79b80c4d0645,train
14d9f027-8f49-4a22-9957-e634ace35043,train
3dcc7a56-39f3-4668-ac4a-f66db25ac4cf,train
ff070925-3922-4536-b44f-86e81d47566b,train
2c0f901d-1872-44a0-aa7d-29a0e5fc2669,train
40ff678d-babe-4ec6-af41-3583a949dcea,train
b229bdea-96f6-46c9-a25a-12dbe17069c8,train
c59cf2d4-5468-438e-8c98-1c80c13ffdd5,val
8b33b567-5d40-49ee-8c55-1a4bd1f0f554,train
83b7f4a8-448f-4710-8684-08e7807debba,train
b06cb617-a9a3-4329-b20c-26f91b7d6279,train
93dabd61-2225-4d0b-b30d-d75613e36231,train
eb86e791-fd2f-4cf2-83f2-f5b5c90a0eda,train
563de4c1-089c-475d-965d-43896f574365,train
c7a563de-8c44-494b-aad5-97a9086db6dd,val
adf5c999-2c1a-449a-aaad-87cc6defc599,train
ab7d60c8-1971-4b17-8b94-14fd9d2fc72a,train
0eaaaff3-90ec-41a1-aae2-b5b49585215f,train
76eecacb-bede-4346-9ee1-d552fb8cd04b,train
14474975-89a2-452c-bc31-0b04f51fe174,train
32fea2f9-8f26-47cc-b564-2c1cf4757d41,train
6913ee4d-87ad-4bb7-9d31-e0b0350f026a,train
9e5b842b-23ee-45c2-9f16-58e3058bd3e5,train
9bc3f3a3-c12e-4b51-952b-124686367b8f,train
a8521131-6658-4ca1-a90f-f7e0235395a8,val
d2bf1fbc-4fa7-4c19-8df1-84c180df5601,train
32e9a35e-6352-4d87-84a9-7b2449a82247,train
08ec97af-8fd2-4087-97d8-e2d08fdaa1ff,val
09b55269-6329-44b7-a1c8-babc1cfe40ef,train
3bcd0dde-02e4-4c84-bb2d-c3e2a1fa4bad,train
f47ed02e-10a2-413e-9bf7-c377387b21e7,val
175ba63e-74ec-4de4-8841-0ab3792229d6,train
f71d0a77-33c7-4259-bff6-70b6f427c78f,val
0a091e1d-39eb-4403-92bd-4a24f3178019,val
a6357b9f-3b1a-455b-9228-b4a65cb69de6,train
7306efbb-acdd-4e71-9ad2-6811bb804804,train
26dd737c-90fd-4321-b981-e67cfd260cca,val
cd14f408-d655-46b6-9fe7-6de6630fc660,val
54cff76b-d49b-4066-b0d5-a15ac7b335bb,val
14a77a19-b158-442d-98cc-d2c42e3c08b4,val
fedddfaa-9382-4a4f-a95b-7c187562c1a1,val
5d915ff6-7168-445e-86a9-fba1f0cfe5fb,val
c991d168-74d5-449c-be22-3abe96e6f510,train
27e248cf-ed21-4876-a20f-286da4062651,train
f4a4010b-1233-47f8-9d16-c3ec3ca10b08,val
c3aa27d9-638c-460e-8d6b-7c6b88729de2,train
e13cf15b-c0bf-4485-a506-d61ec3772ad8,train
0d1b48d2-d1b6-45dd-8d55-c49e5fff7b52,val
7cc9be99-51df-49a0-9212-3091728f0171,test
1f848660-afa4-4c3e-977d-70be414fd543,val
f9a7ae32-fa07-4e81-beea-f3d792125167,val
69d8bf1b-af33-46a5-9944-90b2639ed03c,val
5ad1359c-b39d-41c6-a00d-c27ff1200d00,val
f1479e04-fb8e-4de3-ba4e-8859b34c0303,train
87319fed-daf1-4516-aedb-3a6e73ea49df,train
2f8dc667-e729-49f4-a732-566a8265ed28,train
6f321149-0fbe-41c6-8a55-44722ff4c21c,train
42572cc4-e664-4685-81ac-a62a31cf721e,train
4fef9997-e511-448a-b433-0b31b5bb5e8a,train
1ef7fa26-1cf9-4d89-bf79-c996d4002430,val
e3809c7f-2bd6-4aa1-80e9-fc6e6d25cf55,train
1422e6d9-db19-4889-8562-6f37d133db15,val
1a01c26c-54f6-453e-b0c7-450e1109cfd5,val
f2f276b2-0148-4221-b29e-8b07c5279f0c,val
4dfba6dc-fd70-466d-a22a-22cc53ce30e5,val
0b0216d1-e2f4-41bc-bd93-feedf1a2b555,train
4a55d233-d6b4-4b0b-ad88-a0c512d78151,train
2319c1fd-0022-46f3-a3ee-57dcc8418d46,train
d4b2875b-c2c4-4a46-9bb7-e558921e338f,val
c31e922a-2d26-4d39-a6bb-7c78db9d1a95,train
60a17a00-4cbe-4de2-9d05-e9e3cfd44be3,train
117dde7b-756b-4c15-8062-d976255e792c,train
deefa5c9-306c-4682-ab0b-4563e31b9905,val
afc00ff3-6af6-4dd9-bb3d-8768b4e7c84a,train
42f63f7a-beaf-4817-8328-849d44355cb0,train
43829254-00c6-4681-b5ab-4a380f573909,train
2d7e978d-0eea-4873-939e-40444ffb8f05,train
77348fea-6894-4c89-a292-378b99904e2a,val
c66179c1-e207-45cb-a4ab-ca31943cfc69,train
efb39e85-9767-4f77-8364-28229f971ca4,train
b3432609-e586-43a5-bdd8-f97b8a069923,train
d49fcb48-dace-4cfe-a82b-e99c65f75a47,val
a6214dd3-c52a-4933-99a0-85c651b73471,train
086f67f3-7117-4ba4-b371-1cf09bb1500b,train
57213e1e-51f8-4336-9971-afb607176bdb,val
3f27a872-5540-4d70-83fd-3a72ed7c558d,train
4bc1ba49-6f1b-4ea0-9193-e8a91a411542,val
6a6853a1-6cbd-44df-bf21-2fe10b87648e,val
908672f4-4cae-4217-a9de-b8fd42814e66,train
c117cf3d-7f41-4704-a80d-10e54cf07aa6,train
542e5f6d-e649-4dd7-bb0a-99591b9b5e6b,train
